,0,1,2
2660,4686,60,4095
2661,4691,60,4095
2662,4696,60,4095
2663,4701,60,4095
2664,4703,60,4095
2665,4710,60,4095
2666,4712,60,4095
2667,4717,60,4095
2668,4725,60,4095
2669,4729,60,4095
2670,804,60,5174
2671,4735,60,4095
2672,4740,60,4095
2673,4745,60,4095
2674,4750,60,4095
2675,4755,60,4095
2676,4760,60,4095
2677,4765,60,4095
2678,4767,60,4095
2679,4771,60,4095
2680,4775,60,4095
2681,805,60,5035
2682,4779,60,4095
2683,4783,60,4095
2684,4785,60,4095
2685,4791,60,4095
2686,4794,60,4095
2687,4802,60,4095
2688,4807,60,4095
2689,4811,60,4095
2690,4813,60,4095
2691,4817,60,4095
2692,806,60,5176
2693,4822,60,4095
2694,4826,60,4095
2695,4831,60,4095
2696,4834,60,4095
2697,4841,60,4095
2698,4845,60,4095
2699,4850,60,4095
2700,4855,60,4095
2701,4860,60,4095
2702,4862,60,4095
